seed,mode,nfe,nrmse,obs_residual
0,A_gauss_guided,10,2.497659921646118,0.06210196390748024
0,B_info_guided,10,4.922174453735352,0.04051299765706062
0,C_info_unguided,10,1.3987783193588257,1.3429720401763916
0,A_gauss_guided,20,0.041541360318660736,0.03332798555493355
0,B_info_guided,20,3.109501838684082,0.006042886525392532
0,C_info_unguided,20,1.3987627029418945,1.3429417610168457
0,A_gauss_guided,50,0.043653104454278946,0.034428030252456665
0,B_info_guided,50,1.3616665601730347,0.008936058729887009
0,C_info_unguided,50,1.3987548351287842,1.3429253101348877
0,A_gauss_guided,100,0.04385528340935707,0.03440706059336662
0,B_info_guided,100,1.2664365768432617,0.009183617308735847
0,C_info_unguided,100,1.3987534046173096,1.342920184135437
