mode,nfe,n_seeds,nrmse_mean,nrmse_std,obs_residual_mean,obs_residual_std
A0_s3gm_pf_unguided,10,1,1.2269561290740967,0.0,1.2347630262374878,0.0
A_s3gm_pf_guided,10,1,20710.080078125,0.0,50890.00390625,0.0
B_s3fm_learned_guided,10,1,0.053025659173727036,0.0,0.028248220682144165,0.0
C_s3fm_learned_unguided,10,1,0.05578240007162094,0.0,0.0343799814581871,0.0
A0_s3gm_pf_unguided,20,1,1.256437063217163,0.0,1.2674626111984253,0.0
A_s3gm_pf_guided,20,1,23098748.0,0.0,56764180.0,0.0
B_s3fm_learned_guided,20,1,0.05293307080864906,0.0,0.028146056458353996,0.0
C_s3fm_learned_unguided,20,1,0.05567352846264839,0.0,0.03431524336338043,0.0
A0_s3gm_pf_unguided,50,1,1.28098726272583,0.0,1.2937411069869995,0.0
A_s3gm_pf_guided,50,1,0.43461835384368896,0.0,0.38957810401916504,0.0
B_s3fm_learned_guided,50,1,0.052882250398397446,0.0,0.028074320405721664,0.0
C_s3fm_learned_unguided,50,1,0.05561147257685661,0.0,0.034282732754945755,0.0
