mode,nfe,n_seeds,nrmse_mean,nrmse_std,obs_residual_mean,obs_residual_std
A_gauss_guided,10,3,0.23637292285760245,0.003931362104504866,0.19899009664853415,0.002585955092099485
B_info_guided,10,3,0.09276184191306432,0.0003414846642991568,0.02280787502725919,0.0004709762032811367
C_info_unguided,10,3,0.09460573395093282,0.00013448931039458325,0.07549643516540527,0.0002310668764266651
A_gauss_guided,20,3,0.2276087204615275,0.004285889863556423,0.19044415156046549,0.0027786899179727334
B_info_guided,20,3,0.09356738130251567,0.00033394134560928867,0.02255307510495186,0.0004455296030567184
C_info_unguided,20,3,0.09517328937848409,0.00015670590686187017,0.07623221725225449,0.0001687843027248914
A_gauss_guided,50,3,0.22413029273351034,0.004543832496623151,0.18662122388680777,0.0029856448153220876
B_info_guided,50,3,0.09458828965822856,0.0003907302095451333,0.022382836788892746,0.00042291038631590865
C_info_unguided,50,3,0.09560499091943105,0.00017402414359394343,0.0767915869752566,0.00012218413579958645
A_gauss_guided,100,3,0.22313794990380606,0.004650045444590412,0.18530754248301187,0.003049626876280264
B_info_guided,100,3,0.0949041023850441,0.0004073558077503018,0.022330597663919132,0.0004146741046060121
C_info_unguided,100,3,0.09576938301324844,0.00018071710803411407,0.077003908654054,0.000104747221317015
