seed,mode,nfe,nrmse,obs_residual
0,A_gauss_guided,20,0.016902199015021324,0.016902199015021324
0,B_info_guided,20,0.002656001830473542,0.002656001830473542
0,C_info_unguided,20,0.014448681846261024,0.014448681846261024
0,A_gauss_guided,50,0.013081274926662445,0.013081274926662445
0,B_info_guided,50,0.002715147566050291,0.002715147566050291
0,C_info_unguided,50,0.014421203173696995,0.014421203173696995
